Username,Profile name,Bio,Profile picture,URL,Name,LastName,Location,Website,Following,Followers,Tweets,Verified,City,Country,Linkedin
@Sneha_Alexander,Sneha Alexander,Fact Checker & Policy Analyst at BOOM,https://pbs.twimg.com/profile_images/768804479504359424/YikXqjUS_normal.jpg,https://twitter.com/Sneha_Alexander,Sneha,Alexander,"Mumbai, India",https://t.co/xp5zGBZMvk,622,122,558,no,Mumbai,India,
@soloterroba,Andrea Terroba,"Feminist: a person who believes in the social, political and economic equality of the sexes.",https://pbs.twimg.com/profile_images/778229412307271680/c-bXpCMt_normal.jpg,https://twitter.com/soloterroba,Andrea,Terroba,De Logroño a Madrid,https://t.co/64yRrEa9M7,252,143,143,no,Madrid,Spain,
@SophieWarnes,Jules Rimet,"Data Journalist at the Stats Palace. Sends Fair Warning newsletter (http://bit.ly/FWarning ) every Sunday. Loves cats, maps; hates pandas.",https://pbs.twimg.com/profile_images/906952900550807552/wcVgHAas_normal.jpg,https://twitter.com/SophieWarnes,Jules,Rimet,United Kingdom,https://t.co/wGrN182jM7,3183,5340,29900,no,London,,
@spcrucianelli,Sandra Crucianelli,Periodista de datos. Miembro de @ICIJOrg. Knight Fellow de @ICFJ #PanamaPapers y #ParadisePapers Argentina Team. Trainer for @centroknightut & @CFPD_UDGVirtual,https://pbs.twimg.com/profile_images/765630108719845376/BZrYIiO8_normal.jpg,https://twitter.com/spcrucianelli,Sandra,Crucianelli,"Bahía Blanca, Argentina",https://www.icfj.org/news/knight-fellows-create-data-tools-help-journalists-tell-better-stories,2679,32000,18700,no,Bahía Blanca,Argentina,
@Spongenberg,Spongenberg,"journalist, optimist, realist",https://pbs.twimg.com/profile_images/2747606860/d58e3153fd44f2cd9026a2a91b91ca6f_normal.jpeg,https://twitter.com/Spongenberg,Helena,Spongenberg,Barcelona,undefined,673,161,234,no,Barcelona,Spain,
@stefpos,Stefanie Posavec,"Information designer, illustrator, artist. Co-author of @_deardata and #observecollectDRAW! Award-winning grammar pedant. Feminist. Proud immigrant.",https://pbs.twimg.com/profile_images/577532169943306240/pBEz9eH6_normal.jpeg,https://twitter.com/stefpos,Stefanie,Posavec,(South) London-centric,https://t.co/y4MJjCq3jU,2001,10800,7799,no,London,UK,
@StorydataBcn,Storydata,"Agència de periodistes  impulsives motivades per transformar les dades en relats periodístics |
Join us http://t.me/StoryData",https://pbs.twimg.com/profile_images/966749626098421760/_NFIj4Fz_normal.jpg,https://twitter.com/StorydataBcn,Storydata,Storydata,"Barcelona, España",https://t.co/QxR8UyvyCW,470,471,442,no,Barcelona,Spain,
@suchitchavez,Suchit Chávez,Periodista,https://pbs.twimg.com/profile_images/1877568967/posando_20chafa_normal.jpg,https://twitter.com/suchitchavez,Suchit,Chávez,,undefined,2497,2525,2358,no,,,
@tabularasafa,Wan Ulfa Nur Zuhra,Journalist at @TirtoID @bhameastside I Data Journalism student at @BCUMedia | Founder @IDJ_Network #ddj,https://pbs.twimg.com/profile_images/971142015323918337/IUvAA3ii_normal.jpg,https://twitter.com/tabularasafa,Wan,Ulfa Nur,Indonesia,https://twitter.com/TirtoID,993,1076,18500,no,Jakarta,Indonesia,
@Tatta25,Tatiana Velásquez,Periodista. Life is what happens to you while you're busy making other plans: Lennon. Interesada en #DDJ gracias a @m_investigacion.,https://pbs.twimg.com/profile_images/2255607728/Tatiana_normal.jpg,https://twitter.com/Tatta25,Tatiana,Velásquez,"Barranquilla, Colombia",https://t.co/cHKi5Amx3V,2217,2157,12900,no,Barranquilla,Colombia,
@ThatStellar,Stellar Murumba,"Project Manager @Code4Kenya @Code4Africa Health• Data• Investigative Journalism, #BloombergFellow #impactAFRICAFellow #A4T #SolutionsJourno #WanaData my views",https://pbs.twimg.com/profile_images/835066455947358208/0pYpGgCf_normal.jpg,https://twitter.com/ThatStellar,Stellar,Murumba,Kenya,https://t.co/uIv8DK3bFc,1193,2205,12100,no,Nairoby,Kenya,
@valerie_ouellet,Valérie Ouellet,Senior Data Journalist with @CBCNews. Part of Canada's #ParadisePapers team. Currently investigating ticket scalping. Email with tips: valerie.ouellet@cbc.ca,https://pbs.twimg.com/profile_images/929783426890297346/NlFb68yV_normal.jpg,https://twitter.com/valerie_ouellet,Valérie,Ouellet,"Toronto, ON",https://t.co/HH5qiJAs2j,619,1308,3008,Cuenta verificada,Toronto,Canada,
@VeritaRa,Verónica Ramírez,Journalist in @sextanoticias. Me nutrí de #ddj y #transparencia en @M_Investigacion y veo #datos everywhere. Siempre aprendiendo. PGP http://goo.gl/EyrEza,https://pbs.twimg.com/profile_images/972286275196735488/oTY5DQuM_normal.jpg,https://twitter.com/VeritaRa,Verónica,Ramírez,"Madrid, Comunidad de Madrid",undefined,961,1407,2983,no,Madrid,Spain,
@VictriaVic,Vic Oliveres,"Victòria Oliveres. Periodista. Data journalism, interactivity & video. Now MA DJ at @BCUmedia  #ddj #dataviz
He crescut a @La_Directa i @DiariEducacio",https://pbs.twimg.com/profile_images/726901005196091393/2-7bmXGa_normal.jpg,https://twitter.com/VictriaVic,Vic,Oliveres,Birmingham / Barcelona,https://t.co/GBLxK866Md,2806,834,1910,no,Barcelona,Spain,
@ximenavillab,Ximena Villagrán,Mi versión mejorada la crearon en @M_Investigacion | Fellow 2016 de @SchoolOfData @EscuelaDeDatos | Freelance y en @_El_Intercambio #DDJ #periodismodatos,https://pbs.twimg.com/profile_images/838752006630166529/UlAfhsxV_normal.jpg,https://twitter.com/ximenavillab,Ximena,Villagrán,Guatemala - España,undefined,971,1633,19900,no,Ciudad de Guatemala,Guatemala,
@yanronconi,Yanina Ronconi,Diseñadora multimedia y colaboradora en proyectos de Data para @lanacion y @lndata,https://pbs.twimg.com/profile_images/378800000296354795/b79cb48627d40b392cf2217f85c737fd_normal.jpeg,https://twitter.com/yanronconi,Yanina,Ronconi,Buenos Aires,http://t.co/WSJmOHWLsk,327,975,2571,no,Buenos Aires,Argentina,
@YulyJara,Yuly Jara,Periodista. #Investigación #Datos y #Transparencia.  #ddj Puedes escribirme por Telegram a [@]jarag CLAVE PGP: http://bit.ly/2fyzKtc,https://pbs.twimg.com/profile_images/1011017630684151808/sMOFhhcn_normal.jpg,https://twitter.com/YulyJara,Yuly,Jara,,https://t.co/PNKzFaCs6C,985,730,4582,no,,,
@zehnzehen,uli koeppen,journo + team lead @br_data Harvard Nieman Fellow '19 @butterland_team @ddjmonaco #ddj #investigation #storytelling,https://pbs.twimg.com/profile_images/991310055118180354/0bp1DduP_normal.jpg,https://twitter.com/zehnzehen,uli,koeppen,München,https://t.co/Z6QHtLgvXL,1757,1777,2613,no,München,Germany,
@zuzanneta,Susana Zavala-Orozco,"Quien controla el pasado controla el futuro. Quien controla el presente controla el pasado”, 1984, George Orwell",https://pbs.twimg.com/profile_images/768642895846879234/boJ4vh7o_normal.jpg,https://twitter.com/zuzanneta,Susana,Zavala-Orozco,Mexico,undefined,677,368,1266,no,Mexico,Mexico,
@rocioromerox,Rocío Lizbetty Romero Benites,Periodista de datos / Sanmarquina,https://pbs.twimg.com/profile_images/1020073052942602241/T4d52aar.jpg,twitter.com/rocioromerox,Rocío,Romero,Lima,https://twitter.com/rocioromerox?s=01,967,497,,no,Lima,Peru,https://www.linkedin.com/in/rocío-romero-benites-457031115/
