"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","SIC_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110017694360","NPDES","PRU200670","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694574","NPDES","PRU200360","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694583","NPDES","PRU200370","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694592","NPDES","PRU200380","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694609","NPDES","PRU200390","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694618","NPDES","PRU200400","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694627","NPDES","PRU200410","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694636","NPDES","PRU200420","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694645","NPDES","PRU200430","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694654","NPDES","PRU200440","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694663","NPDES","PRU200450","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694672","NPDES","PRU200460","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694681","NPDES","PRU200470","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694690","NPDES","PRU200480","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694707","NPDES","PRU200490","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694716","NPDES","PRU200500","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694725","NPDES","PRU200510","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694734","NPDES","PRU200520","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694743","NPDES","PRU200530","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694752","NPDES","PRU200540","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694761","NPDES","PRU200550","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017694770","NPDES","PRU200560","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017712929","ICIS","6357875","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017712938","ICIS","6357880","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017712947","ICIS","6357881","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017712956","ICIS","6357886","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017712965","ICIS","6357888","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017712974","ICIS","6357890","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713036","ICIS","6358009","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713143","ICIS","6357870","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713143","ICIS","6357870","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713429","ICIS","6357844","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713438","ICIS","6357845","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713456","ICIS","6357847","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713465","ICIS","6357849","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713474","ICIS","6357853","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713483","ICIS","6357854","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713492","ICIS","6357856","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713508","ICIS","6357857","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713517","ICIS","6357858","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713526","ICIS","6357860","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713535","ICIS","6357862","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713544","ICIS","6357863","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713553","ICIS","6357864","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017713660","ICIS","5416086","FORMAL ENFORCEMENT ACTION","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110017713660","ICIS","5416086","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110017717087","ICIS","6513206","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017717470","ICIS","6513217","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017717684","ICIS","6513204","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110017719183","ICIS","6386044","ENFORCEMENT/COMPLIANCE ACTIVITY","8062","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS"
"110017719183","ICIS","6386044","FORMAL ENFORCEMENT ACTION","8062","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS"
"110017719833","ICIS","6386261","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110017720215","ICIS","6386265","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110017720233","ICIS","6386257","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110017720242","ICIS","6386255","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110017764846","AIRS/AFS","7212700229","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110017764846","AIR","PR0000007212700229","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110017764864","AIRS/AFS","7200500039","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110017764864","AIR","PR0000007200500039","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110017843477","AIRS/AFS","7213100003","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110017843477","AIR","PR0000007213100003","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110017849293","NPDES","PR0026379","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110017849293","NPDES","PR0026484","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110017849293","ICIS","38730","FORMAL ENFORCEMENT ACTION","4952","PRIMARY","SEWERAGE SYSTEMS"
"110017867405","ICIS","1400001416","ENFORCEMENT/COMPLIANCE ACTIVITY","5411","PRIMARY","GROCERY STORES"
"110017867405","ICIS","1400001416","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110017945250","ICIS","39376","FORMAL ENFORCEMENT ACTION","9711","PRIMARY","NATIONAL SECURITY"
"110018852605","AIRS/AFS","7205100020","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110018852605","AIR","PR0000007205100020","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110018852632","ICIS","6684859","ENFORCEMENT/COMPLIANCE ACTIVITY","1481","SECONDARY","NONMETALLIC MINERALS SERVICES, EXCEPT FUELS"
"110018852632","AIRS/AFS","7200300011","AIR MINOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110018852632","AIR","PR0000007200300011","AIR MINOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110018852632","ICIS","6684859","FORMAL ENFORCEMENT ACTION","1481","SECONDARY","NONMETALLIC MINERALS SERVICES, EXCEPT FUELS"
"110018864353","AIR","PR0000007209700068","AIR MINOR","7261","PRIMARY","FUNERAL SERVICE AND CREMATORIES"
"110018864353","AIR","PR0000007209700068","AIR MINOR","4953","PRIMARY","REFUSE SYSTEMS"
"110018864353","AIRS/AFS","7209700068","AIR MINOR","4953","PRIMARY","REFUSE SYSTEMS"
"110018864380","AIRS/AFS","7200300010","AIR MINOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110018864380","AIR","PR0000007200300010","AIR MINOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110018864399","AIR","PR0000007205700017","AIR MINOR","3272","PRIMARY","CONCRETE PRODUCTS, EXCEPT BLOCK AND BRICK"
"110018864399","AIRS/AFS","7205700017","AIR MINOR","3272","PRIMARY","CONCRETE PRODUCTS, EXCEPT BLOCK AND BRICK"
"110018864399","ICIS","6684863","ENFORCEMENT/COMPLIANCE ACTIVITY","3272","SECONDARY","CONCRETE PRODUCTS, EXCEPT BLOCK AND BRICK"
"110018900643","ICIS","1400005023","ENFORCEMENT/COMPLIANCE ACTIVITY","5541","PRIMARY","GASOLINE SERVICE STATIONS"
"110018907753","ICIS","6685082","ENFORCEMENT/COMPLIANCE ACTIVITY","4911","SECONDARY","ELECTRIC SERVICES"
"110018907904","ICIS","6685084","ENFORCEMENT/COMPLIANCE ACTIVITY","4911","SECONDARY","ELECTRIC SERVICES"
"110018916182","ICIS","6682508","FORMAL ENFORCEMENT ACTION","1623","SECONDARY","WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION"
"110018916182","ICIS","6682508","ENFORCEMENT/COMPLIANCE ACTIVITY","1623","SECONDARY","WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRUCTION"
"110018916191","NPDES","PRU200700","ICIS-NPDES UNPERMITTED","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018916191","ICIS","6682510","FORMAL ENFORCEMENT ACTION","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018916191","ICIS","6682510","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018916191","NPDES","PRR10B400","ICIS-NPDES MINOR","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018918064","ICIS","6682664","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018919857","ICIS","6667391","FORMAL ENFORCEMENT ACTION","1531","SECONDARY","OPERATIVE BUILDERS"
"110018920836","ICIS","6680218","FORMAL ENFORCEMENT ACTION","4225","SECONDARY","GENERAL WAREHOUSING AND STORAGE"
"110018926144","ICIS","6680009","ENFORCEMENT/COMPLIANCE ACTIVITY","5063","SECONDARY","ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND CONSTRUCTION MATERIALS"
"110018927358","ICIS","6683957","ENFORCEMENT/COMPLIANCE ACTIVITY","8661","SECONDARY","RELIGIOUS ORGANIZATIONS"
"110018927394","ICIS","6683958","ENFORCEMENT/COMPLIANCE ACTIVITY","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018927394","NPDES","PRR10B038","ICIS-NPDES MINOR","1611","SECONDARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110018927410","ICIS","6683961","FORMAL ENFORCEMENT ACTION","1542","SECONDARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110018927410","ICIS","6683961","ENFORCEMENT/COMPLIANCE ACTIVITY","1542","SECONDARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110018938756","ICIS","6682662","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110018942359","ICIS","6683511","ENFORCEMENT/COMPLIANCE ACTIVITY","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110018942359","ICIS","6683511","FORMAL ENFORCEMENT ACTION","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110018944909","ICIS","6684862","ENFORCEMENT/COMPLIANCE ACTIVITY","7261","SECONDARY","FUNERAL SERVICE AND CREMATORIES"
"110020048376","AIRS/AFS","7213700076","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020048376","AIR","PR0000007213700076","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020064115","NPDES","PRU200680","ICIS-NPDES UNPERMITTED","9999","PRIMARY","NONCLASSIFIABLE ESTABLISHMENTS"
"110020064124","NPDES","PRU200690","ICIS-NPDES UNPERMITTED","9999","PRIMARY","NONCLASSIFIABLE ESTABLISHMENTS"
"110020149588","ICIS","1400003606","FORMAL ENFORCEMENT ACTION","2389","PRIMARY","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"110020149588","ICIS","1400003606","ENFORCEMENT/COMPLIANCE ACTIVITY","2389","PRIMARY","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"110020149597","NPDES","PRU200710","ICIS-NPDES UNPERMITTED","1542","PRIMARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110020149613","NPDES","PRU200730","ICIS-NPDES UNPERMITTED","1521","PRIMARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110020149622","NPDES","PRU200740","ICIS-NPDES UNPERMITTED","4953","PRIMARY","REFUSE SYSTEMS"
"110020149631","NPDES","PRU200750","ICIS-NPDES UNPERMITTED","1521","PRIMARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110020500769","ICIS","7195613","FORMAL ENFORCEMENT ACTION","5541","SECONDARY","GASOLINE SERVICE STATIONS"
"110020514834","NPDES","PRR053264","ICIS-NPDES NON-MAJOR","3842","PRIMARY","ORTHOPEDIC, PROSTHETIC, AND SURGICAL APPLIANCES AND SUPPLIES"
"110020514834","NPDES","PRR053264","STORM WATER INDUSTRIAL","3842","PRIMARY","ORTHOPEDIC, PROSTHETIC, AND SURGICAL APPLIANCES AND SUPPLIES"
"110020514843","AIR","PR0000007207700024","AIR SYNTHETIC MINOR","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110020514843","NPDES","PRR10BA17","ICIS-NPDES MINOR","2836","SECONDARY","BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES"
"110020514843","NPDES","PRR10BA17","STORM WATER CONSTRUCTION","2836","SECONDARY","BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES"
"110020514843","NPDES","PRR053017","STORM WATER INDUSTRIAL","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110020514843","NPDES","PRR053017","ICIS-NPDES NON-MAJOR","2834","PRIMARY","PHARMACEUTICAL PREPARATIONS"
"110020514843","AIRS/AFS","7207700024","AIR SYNTHETIC MINOR","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110020514843","ICIS","7729850","FORMAL ENFORCEMENT ACTION","2834","SECONDARY","PHARMACEUTICAL PREPARATIONS"
"110020514843","NPDES","PR0026695","ICIS-NPDES NON-MAJOR","2836","SECONDARY","BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES"
"110020514852","AIR","PR0000007206900013","AIR MINOR","2322","PRIMARY","MEN'S AND BOYS' UNDERWEAR AND NIGHTWEAR"
"110020514852","AIRS/AFS","7206900013","AIR MINOR","2322","PRIMARY","MEN'S AND BOYS' UNDERWEAR AND NIGHTWEAR"
"110020750089","AIRS/AFS","7212700722","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020750089","AIRS/AFS","7212700245","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020750089","AIR","PR0000007212700722","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020750089","AIR","PR0000007212700245","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020750098","AIRS/AFS","7202100242","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020750098","AIR","PR0000007202100242","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020754094","AIRS/AFS","7202100241","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020754094","AIR","PR0000007202100241","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020754110","AIR","PR0000007209100048","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020754110","AIRS/AFS","7209100048","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110020772136","ICIS","6724569","FORMAL ENFORCEMENT ACTION","5399","SECONDARY","MISCELLANEOUS GENERAL MERCHANDISE STORES"
"110020773126","ICIS","7263364","ENFORCEMENT/COMPLIANCE ACTIVITY","0139","SECONDARY","FIELD CROPS, EXCEPT CASH GRAINS, NOT ELSEWHERE CLASSIFIED"
"110020773126","ICIS","7263364","FORMAL ENFORCEMENT ACTION","0139","SECONDARY","FIELD CROPS, EXCEPT CASH GRAINS, NOT ELSEWHERE CLASSIFIED"
"110020775179","ICIS","7345174","FORMAL ENFORCEMENT ACTION","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110020775179","ICIS","7345174","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110020776043","ICIS","7376313","FORMAL ENFORCEMENT ACTION","1542","SECONDARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110020776043","ICIS","7376313","ENFORCEMENT/COMPLIANCE ACTIVITY","1542","SECONDARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110020776622","ICIS","7376401","ENFORCEMENT/COMPLIANCE ACTIVITY","4952","SECONDARY","SEWERAGE SYSTEMS"
"110020776622","ICIS","7376401","FORMAL ENFORCEMENT ACTION","4952","SECONDARY","SEWERAGE SYSTEMS"
"110020846138","NPDES","PR0026557","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110020900266","AIRS/AFS","7213500007","AIR MINOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110020900266","AIR","PR0000007213500007","AIR MINOR","1442","PRIMARY","CONSTRUCTION SAND AND GRAVEL"
"110021003885","ICIS","7377470","ENFORCEMENT/COMPLIANCE ACTIVITY","7699","SECONDARY","REPAIR SHOPS AND RELATED SERVICES, NOT ELSEWHERE CLASSIFIED"
"110021028840","ICIS","7377111","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110021028840","ICIS","7377111","FORMAL ENFORCEMENT ACTION","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110021028966","ICIS","7378236","FORMAL ENFORCEMENT ACTION","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110021028966","NPDES","PRU200870","ICIS-NPDES UNPERMITTED","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110021028966","ICIS","7378236","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110021029019","NPDES","PRU200920","ICIS-NPDES UNPERMITTED","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110021037545","AIRS/AFS","7209700014","AIR MAJOR","3411","PRIMARY","METAL CANS"
"110021037545","AIR","PR0000007209700014","AIR MAJOR","3411","PRIMARY","METAL CANS"
"110022290082","ICIS","7378651","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290082","ICIS","7378651","FORMAL ENFORCEMENT ACTION","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290135","ICIS","7378246","FORMAL ENFORCEMENT ACTION","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290135","ICIS","7378227","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290135","ICIS","7378227","ENFORCEMENT/COMPLIANCE ACTIVITY","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290180","ICIS","7378229","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290180","ICIS","7378229","ENFORCEMENT/COMPLIANCE ACTIVITY","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290180","ICIS","7378229","FORMAL ENFORCEMENT ACTION","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290180","NPDES","PRR10B481","ICIS-NPDES MINOR","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290180","NPDES","PRR10B481","ICIS-NPDES MINOR","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290180","ICIS","7378229","FORMAL ENFORCEMENT ACTION","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290180","NPDES","PRR10B484","ICIS-NPDES MINOR","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022290180","NPDES","PRR10B484","ICIS-NPDES MINOR","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290215","ICIS","7378231","ENFORCEMENT/COMPLIANCE ACTIVITY","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110022290215","ICIS","7378231","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110022293043","AIR","PR0000007202100243","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
