"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","AFFILIATION_TYPE","START_DATE","END_DATE","ORG_NAME","ORG_TYPE","DUNS_NUMBER","DIVISION_NAME","PHONE_NUMBER","ALTERNATE_PHONE","FAX_NUMBER","EMAIL_ADDRESS","EIN","STATE_BUSINESS_ID","MAILING_ADDRESS","SUPPLEMENTAL_ADDRESS","CITY_NAME","STATE_CODE","STATE_NAME","POSTAL_CODE","COUNTRY_NAME"
"110009814996","RMP","100000126641","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110009814996","RMP","100000126641","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110009814996","RMP","100000126641","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110009814996","NPDES","PR0022624","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA COROZAL WTP","UNKNOWN","","","","","","","","","","","","","","",""
"110009815003","NPDES","PR0022659","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP CEDRO ARRIBA PLANT","UNKNOWN","","","","","","","","","","","","","","",""
"110009815030","RMP","100000124796","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110009815030","RMP","100000124796","RMP REPORTER","OWNER/OPERATOR MAILING ADDRESS","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110009815030","NPDES","PR0022756","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP PTA NUEVA PONCE","UNKNOWN","","","","","","","","","","","","","","",""
"110009815030","RMP","100000124796","RMP REPORTER","OWNER/OPERATOR","","","SHARETECH-OMAR MUÑIZ PE & ASSOCIATES","UNKNOWN","","","7877205869","","","","","","","","","","","",""
"110009815049","NPDES","PR0022772","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP PENUELAS","UNKNOWN","","","","","","","","","","","","","","",""
"110009815067","RMP","100000125642","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110009815067","NPDES","PR0022802","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP LUQUILLO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815067","RMP","100000125642","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110009815076","NPDES","PR0022811","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP JUNCOS","UNKNOWN","","","","","","","","","","","","","","",""
"110009815094","NPDES","PR0022845","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP RIO BLANCO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815101","NPDES","PR0022853","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP NAGUABO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815110","NPDES","PR0022870","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP SAN LORENZO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815129","NPDES","PR0022888","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP CAGUAS","UNKNOWN","","","","","","","","","","","","","","",""
"110009815165","NPDES","PR0022969","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP MARICAO FILTER PLANT","UNKNOWN","","","","","","","","","","","","","","",""
"110009815218","NPDES","PR0021326","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","RECREATIONAL DEVELOPMENT CO.","UNKNOWN","","","","","","","","","","","","","","",""
"110009815254","NPDES","PR0022462","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP CUBUY","UNKNOWN","","","","","","","","","","","","","","",""
"110009815263","NPDES","PR0022471","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP GUZMAN ARRIBA","UNKNOWN","","","","","","","","","","","","","","",""
"110009815334","NPDES","PR0000817","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","MOLINOS DE PR","PRIVATE","","","","","","","","","","","","","","",""
"110009815398","NPDES","PR0020583","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA LAS MARIAS","UNKNOWN","","","","","","","","","","","","","","",""
"110009815398","NPDES","PR0020583","POTW","MAILING ADDRESS","","","PRASA LAS MARIAS","UNKNOWN","","","","","","","","","","","","","","",""
"110009815414","NPDES","PR0020656","POTW","MAILING ADDRESS","","","PRASA MAUNABO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815414","NPDES","PR0020656","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA MAUNABO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815423","NPDES","PR0020737","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA NARANJITO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815423","NPDES","PR0020737","POTW","MAILING ADDRESS","","","PRASA NARANJITO","UNKNOWN","","","","","","","","","","","","","","",""
"110009815423","NPDES","PR0020737","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA NARANJITO","UNKNOWN","","","","","","","","","","","","","","",""
"110010360796","AIR","PR0000007202500069","AIR MINOR","COMPLIANCE CONTACT","","","BETTEROADS ASPHALT","UNKNOWN","","","7877456198","","","","","","","","","","","",""
"110010364300","TRIS","00732BLCHMROADN","TRI REPORTER","PARENT COMPANY","","","BOHERINGER INGELHEIM CORP","PRIVATE","","","","","","","","","","","","","","",""
"110010415915","TRIS","0096WMLNSDCALLE","TRI REPORTER","PARENT COMPANY","","","CONAGRA FOODS INC","PRIVATE","007258908","","","","","","","","","","","","","",""
"110010415915","TRIS","0096WMLNSDCALLE","TRI REPORTER","PARENT COMPANY","","","ARDENT MILLS NETHERLANDS HOLDINGS B.V.","PRIVATE","079413900","","","","","","","","","","","","","",""
"110010579007","NPDES","PR0026018","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA-SAN SALVADOR WTP","UNKNOWN","","","","","","","","","","","","","","",""
"110010579007","NPDES","PR0026018","ICIS-NPDES NON-MAJOR","OWNER","","","PRASA","UNKNOWN","","","7877562171","","","","","","","","","","","",""
"110010601955","ACRES","141262","BROWNFIELDS PROPERTY","OWNER/OPERATOR","","","MUNICIPALITY OF CAGUAS","GOVERNMENT","","","","","","","","","","","","","","",""
"110010602696","NPDES","PR0022934","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP MONTE DEL ESTADO","UNKNOWN","","","","","","","","","","","","","","",""
"110010604202","NPDES","PR0026271","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA - RONCADOR WTP","UNKNOWN","","","","","","","","","","","","","","",""
"110010605318","NPDES","PRU080101","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","DA - VIDA, S.R.L.","UNKNOWN","","","","","","","","","","","","","","",""
"110010611356","RMP","100000128195","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110010636776","NPDES","PR0023736","NPDES PRETREATMENT PROGRAM","MAILING ADDRESS","","","PRASA AGUADILLA","UNKNOWN","","","","","","","","","","","","","","",""
"110010636776","NPDES","PR0023736","ICIS-NPDES MAJOR","MAILING ADDRESS","","","PRASA AGUADILLA","UNKNOWN","","","","","","","","","","","","","","",""
"110010636776","RMP","100000121469","RMP REPORTER","OWNER/OPERATOR","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110010636776","RMP","100000121469","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110010636776","NPDES","PR0023736","POTW","MAILING ADDRESS","","","PRASA AGUADILLA","UNKNOWN","","","","","","","","","","","","","","",""
"110010785506","NPDES","PRL020915","BIOSOLIDS","MAILING ADDRESS","","","PRASA  UTUADO","UNKNOWN","","","","","","","","","","","","","","",""
"110010785506","NPDES","PRL020915","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA  UTUADO","UNKNOWN","","","","","","","","","","","","","","",""
"110010785506","NPDES","PR0020915","POTW","MAILING ADDRESS","","","PRASA UTUADO STP","UNKNOWN","","","","","","","","","","","","","","",""
"110010785506","NPDES","PR0020915","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA UTUADO STP","UNKNOWN","","","","","","","","","","","","","","",""
"110010785971","TRIS","00985MLNSDAVENI","TRI REPORTER","PARENT COMPANY","","","CONAGRA INC","PRIVATE","007258908","","","","","","","","","","","","","",""
"110010809143","NPDES","PRU080140","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","GOLDEN VILLAGE INC.","UNKNOWN","","","","","","","","","","","","","","",""
"110010809152","NPDES","PRU080150","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","SAN JUAN VA MEDICAL CENTER","UNKNOWN","","","","","","","","","","","","","","",""
"110010812353","NPDES","PRU080095","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","GOLDEN VILLAGE PUMP STATION","UNKNOWN","","","","","","","","","","","","","","",""
"110010955243","NPDES","PRU080059","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CLUB NAUTICO DE PARGUERA","UNKNOWN","","","","","","","","","","","","","","",""
"110010955252","NPDES","PRU080060","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CLUB NAUTICO DE AGUADILLA","UNKNOWN","","","","","","","","","","","","","","",""
"110010955261","NPDES","PRU080061","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CLUB NAUTICO DE MAYAGUEZ","UNKNOWN","","","","","","","","","","","","","","",""
"110010955270","NPDES","PRU080062","ICIS-NPDES UNPERMITTED","PERMITEE","20-FEB-2008 00:00:00","","MUNICIPALITY OF TOA BAJA","UNKNOWN","","","","","","","","","","","","","","",""
"110010955369","NPDES","PRU080071","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","BETAREY, INC.","UNKNOWN","","","","","","","","","","","","","","",""
"110010955546","NPDES","PRU080091","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","ERSPLAS, INC.","UNKNOWN","","","","","","","","","","","","","","",""
"110010955564","NPDES","PRU080093","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","BOSQUE VERDE DEVELOPMENT","UNKNOWN","","","","","","","","","","","","","","",""
"110010955573","NPDES","PRU080094","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","GREEN VALLEY PUMP STATION","UNKNOWN","","","","","","","","","","","","","","",""
"110010955582","NPDES","PRU080096","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","ERSPLAS, INC.","UNKNOWN","","","","","","","","","","","","","","",""
"110010955591","NPDES","PRU080097","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CATHOLIC UNIVERSITY OF PR","UNKNOWN","","","","","","","","","","","","","","",""
"110010955671","NPDES","PRU080004","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","FERNANDO GRILLAZCA DELGADO","UNKNOWN","","","","","","","","","","","","","","",""
"110010955966","NPDES","PRU080045","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CORPORACION NACIONAL","UNKNOWN","","","","","","","","","","","","","","",""
"110010956019","NPDES","PRU080053","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","MUNICIPALITY OF CABO ROJO","UNKNOWN","","","","","","","","","","","","","","",""
"110010956028","NPDES","PRU080055","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CORPORACION NACIONAL DE DESARR","UNKNOWN","","","","","","","","","","","","","","",""
"110010956037","NPDES","PRU080056","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","CORPORACION NACIONAL DE DESARR","UNKNOWN","","","","","","","","","","","","","","",""
"110010956046","NPDES","PRU080057","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","INVERSIONES ISLETA MARINA","UNKNOWN","","","","","","","","","","","","","","",""
"110011543106","TRIS","00757LLRGNSANTA","TRI REPORTER","PARENT COMPANY","","","ALLERGAN INC","PRIVATE","144796497","","","","","","","","","","","","","",""
"110011576865","RMP","100000169435","RMP REPORTER","JOINT PARENT COMPANY","","","N/A","PRIVATE","","","0000000000","","","","","","","","","","","",""
"110011576865","NPDES","PR0000345","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","ENG. ROLANDO GRATACOS,VP","UNKNOWN","","","","","","","","","","","","","","",""
"110011750319","TRIS","00661LCNPRPRROA","TRI REPORTER","PARENT COMPANY","","","ALCON LABORATORIES INC","PRIVATE","008018525","","","","","","","","","","","","","",""
"110011751201","RCRAINFO","PRD177535168","LQG","OPERATOR","16-JUN-1998 00:00:00","","IPR PHARMACEUTICALS, INC.","PRIVATE","","","","","","","","","","","","","","",""
"110011756830","TRIS","00627MNTCDRD174","TRI REPORTER","PARENT COMPANY","","","BORDEN INTERNATIONAL","PRIVATE","","","","","","","","","","","","","","",""
"110011794647","RCRAINFO","PRD090473398","CESQG","OPERATOR","23-JAN-1975 00:00:00","","CLOROX CO","PRIVATE","009038033","","","","","","","","","","","","","",""
"110011794647","TSCA","100605302","TSCA SUBMITTER","PARENT COMPANY","","","CLOROX CO","PRIVATE","009038033","","","","","","","","","","","","","",""
"110011794647","RMP","100000079559","RMP REPORTER","PARENT COMPANY","","","THE CLOROX COMPANY","UNKNOWN","9138033","","","","","","","","","","","","","",""
"110011794647","SSTS","005813PR001","PESTICIDE PRODUCER","OWNER","","","CLOROX MANUFACTURING COMPANY","PRIVATE","","","","","","","","","","","","","","",""
"110011794647","RCRAINFO","PRD090473398","CESQG","OWNER","23-JAN-1975 00:00:00","","CLOROX CO","PRIVATE","009038033","","","","","","","","","","","","","",""
"110011794647","TRIS","00625THCLRCARR7","TRI REPORTER","PARENT COMPANY","","","THE CLOROX CO","PRIVATE","009138033","","","","","","","","","","","","","",""
"110011794647","SSTS","005813PR001","PESTICIDE PRODUCER","OWNER","","","CLOROX PRODUCTS MFG CO","UNKNOWN","980494322","","","","","","","","","","","","","",""
"110011794647","TSCA","100605302","TSCA SUBMITTER","PARENT COMPANY","","","CLOROX CO","PRIVATE","","","510-271-7000","","5738593306","GREG.HANLIN@CLOROX.COM","","","","","","","","",""
"110011934069","NPDES","PR0001325","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","LINDE GAS PR INC.","UNKNOWN","","","","7878352233","","","","","","","","","","",""
"110011934069","NPDES","PR0001325","ICIS-NPDES NON-MAJOR","OWNER","","","LINDE GAS PR INC.","UNKNOWN","","","","7878352233","","","","","","","","","","",""
"110011934069","TRIS","00632PRTRCROAD8","TRI REPORTER","PARENT COMPANY","","","LINDE GAS LLC","PRIVATE","001474819","","","","","","","","","","","","","",""
"110011934069","RMP","100000055432","RMP REPORTER","OWNER/OPERATOR","","","LINDE GAS, LLC","UNKNOWN","","","","","","","","","","","","","","",""
"110011934069","RMP","100000055432","RMP REPORTER","PARENT COMPANY","","","LINDE GAS, LLC","UNKNOWN","","","","","","","","","","","","","","",""
"110011935031","TRIS","00764CRBGPSTRD6","TRI REPORTER","PARENT COMPANY","","","GENERAL ELECTRIC CO (GE CO)","PRIVATE","001367960","","","","","","","","","","","","","",""
"110012141805","RMP","100000177845","RMP REPORTER","PARENT COMPANY","","","AES CORPORATION","UNKNOWN","43857812","","","","","","","","","","","","","",""
"110012141805","E-GGRT","1005310","GREENHOUSE GAS REPORTER","PARENT COMPANY","01-JAN-2010 00:00:00","31-DEC-2010 00:00:00","AES CORP","PRIVATE","611571225","","","","","","","","","","","","","",""
"110012141805","E-GGRT","1005310","GREENHOUSE GAS REPORTER","PARENT COMPANY","01-JAN-2010 00:00:00","31-DEC-2010 00:00:00","AES CORPORATION","UNKNOWN","","","4153957885","","","","","","","","","","","",""
"110012141805","E-GGRT","1005310","GREENHOUSE GAS REPORTER","PARENT COMPANY","01-JAN-2011 00:00:00","","AES CORP","PRIVATE","611571225","","","","","","","","","","","","","",""
"110012141805","RMP","100000177845","RMP REPORTER","OWNER/OPERATOR","","","AES CORPORATION","UNKNOWN","43857812","","","","","","","","","","","","","",""
"110012141805","TRIS","00785SPRTRKM142","TRI REPORTER","PARENT COMPANY","","","AES CORP","PRIVATE","043857812","","","","","","","","","","","","","",""
"110012141805","EIS","7128511","HAZARDOUS AIR POLLUTANT MAJOR","PARENT COMPANY","","","THE AES CORPORATION","UNKNOWN","","","","","","","","","","","","","","",""
"110012220417","RCRAINFO","PRR000014779","TRANSPORTER","OWNER","25-APR-1992 00:00:00","","ENVIRONICS ENGINEERING GROUP LLC","PRIVATE","","","","","","","","","","","","","","",""
"110012220417","RCRAINFO","PRR000014779","TRANSPORTER","OPERATOR","25-APR-1992 00:00:00","","ENVIRONICS ENGINEERING GROUP LLC","PRIVATE","","","","","","","","","","","","","","",""
"110012259518","RCRAINFO","PRR000014134","SQG","OPERATOR","01-SEP-2014 00:00:00","","EXXONMOBIL ENVIRONMENTAL SERVICES","PRIVATE","","","610-430-8151","","","","","","","","","","","",""
"110012259545","RCRAINFO","PRR000014167","UNSPECIFIED UNIVERSE","OWNER","01-JUL-2004 00:00:00","","RAFAEL ECHEVARRIA","PRIVATE","","","","","","","","","","","","","","",""
"110012267064","NPDES","PR0025283","ICIS-NPDES MAJOR","MAILING ADDRESS","","","CASTANER GENERAL","UNKNOWN","","","","","","","","","","","","","","",""
"110012286560","RMP","100000121414","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110012286560","RMP","100000121414","RMP REPORTER","OWNER/OPERATOR","","","COMPAÑÍA DE AGUAS DE PUERTO RICO","UNKNOWN","","","7877562639","7872817878","","","","","","","","","","",""
"110012286560","NPDES","PR0022420","ICIS-NPDES NON-MAJOR","OWNER","","","PR AQUEDUCT & SEWAGE AUTH.","UNKNOWN","","","8097562008","","","","","","","","","","","",""
"110012286560","NPDES","PR0022420","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP CANOVANAS","UNKNOWN","","","","","","","","","","","","","","",""
"110012296283","NPDES","PR0026425","ICIS-NPDES NON-MAJOR","OWNER","","","COCO BEACH UTILITY COMP. INC.","UNKNOWN","","","7877641000","","","","","","","","","","","",""
"110012296283","NPDES","PR0026425","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","COCO BEACH WTP","UNKNOWN","","","","","","","","","","","","","","",""
"110012565358","RCRAINFO","PRR000015107","SQG","OPERATOR","17-AUG-1993 00:00:00","","COSTCO WHOLESALE","PRIVATE","","","7034066874","","","","","","","","","","","",""
"110012565358","RCRAINFO","PRR000015107","SQG","OPERATOR","22-NOV-2002 00:00:00","","COSTCO WHOLESALE CORPORATION","PRIVATE","","","2063138294","","","","","","","","","","","",""
"110012565713","TRIS","00657DDWLLCARR1","TRI REPORTER","PARENT COMPANY","","","WILLIAMSON GROUP INC","PRIVATE","603218058","","","","","","","","","","","","","",""
"110012591301","TRIS","00655LTSDLSTATE","TRI REPORTER","PARENT COMPANY","","","BALL CORP","PRIVATE","006419147","","","","","","","","","","","","","",""
"110012591301","NPDES","PR0024490","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","BALL METAL BEVERAGE CONTAINER","PRIVATE","","","","","","","","","","","","","","",""
"110012591301","NPDES","PR0024490","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","BALL METAL BEVERAGE CONTAINER CORP.","UNKNOWN","","","","","","","","","","","","","","",""
"110012592186","RMP","100000208731","RMP REPORTER","PARENT COMPANY","","","N/A","UNKNOWN","3109444","","","","","","","","","","","","","",""
"110012592186","NPDES","PR0000591","ICIS-NPDES MAJOR","MAILING ADDRESS","","","BACARDI CORP","PRIVATE","090008855","","","","","","","","","","","","","",""
"110012592186","RMP","100000208731","RMP REPORTER","JOINT PARENT COMPANY","","","N/A","UNKNOWN","3109444","","","","","","","","","","","","","",""
"110012592186","TRIS","00632BCRDCSTREE","TRI REPORTER","PARENT COMPANY","","","BACARDI CORP","PRIVATE","090008855","","","","","","","","","","","","","",""
"110012592186","RMP","100000208731","RMP REPORTER","PARENT COMPANY","","","N/A","PRIVATE","","","0000000000","","","","","","","","","","","",""
"110012592186","RMP","100000208731","RMP REPORTER","JOINT PARENT COMPANY","","","N/A","PRIVATE","","","0000000000","","","","","","","","","","","",""
"110012592186","NPDES","PR0000591","ICIS-NPDES MAJOR","MAILING ADDRESS","","","BACARDI CORPORATION","UNKNOWN","","","","","","","","","","","","","","",""
"110012593568","AIR","PR0000007203100052","AIR MINOR","COMPLIANCE CONTACT","","","NARVAEZ DRY CLEANER","UNKNOWN","","","","","","","","","","","","","","",""
"110012630304","TRIS","00630CRWNCKM126","TRI REPORTER","PARENT COMPANY","","","CROWN CORK & SEAL CO (USA) INC","PRIVATE","002282341","","","","","","","","","","","","","",""
"110012630304","NPDES","PR0024872","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","CROWN CORK DE PUERTO RICO","UNKNOWN","","","","","","","","","","","","","","",""
"110012631358","NPDES","PRU080230","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","AIRPORT CATERING SERVICES","UNKNOWN","","","","","","","","","","","","","","",""
"110012635247","RCRAINFO","PRD981086960","LQG","OPERATOR","01-JUN-2004 00:00:00","","WARNER CHILCOTT COMPANY, LLC","PRIVATE","","","","","","","","","","","","","","",""
"110012635247","RCRAINFO","PRD981086960","LQG","OWNER","01-JUN-2004 00:00:00","","WARNER CHILCOTT COMPANY, LLC","PRIVATE","","","","","","","","","","","","","","",""
"110012638725","TRIS","00706BXTRFCARR3","TRI REPORTER","PARENT COMPANY","","","FENWAL INTERNATIONAL INC","PRIVATE","794519020","","","","","","","","","","","","","",""
"110012662653","NPDES","PRU200720","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","PRAC PONCE CORRECTIONAL COMPLE","UNKNOWN","","","","","","","","","","","","","","",""
"110012662653","NPDES","PRU080180","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","PRAC PONCE CORRECTIONAL COMPLE","UNKNOWN","","","","","","","","","","","","","","",""
"110012662662","NPDES","PRU080190","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","PORTS AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
"110012662671","NPDES","PRU080200","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","AMERICAN AIRLINES MECHANICAL","UNKNOWN","","","","","","","","","","","","","","",""
"110012662699","NPDES","PRU080220","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","SKY CATERERS","UNKNOWN","","","","","","","","","","","","","","",""
"110012708249","TRIS","00765SNVYFCERRO","TRI REPORTER","PARENT COMPANY","","","US DEPARTMENT OF DEFENSE","UNKNOWN","","","","","","","","","","","","","","",""
"110012708249","TRIS","00765SNVYFCERRO","TRI REPORTER","PARENT COMPANY","","","US DEPARTMENT OF DEFENSE","FEDERAL","084197540","","","","","","","","","","","","","",""
"110012709257","TRIS","00731PSTRN3057C","TRI REPORTER","PARENT COMPANY","","","POSITRONIC INDUSTRIES INC","PRIVATE","007447196","","","","","","","","","","","","","",""
"110012759229","NPDES","PR0025666","ICIS-NPDES MAJOR","MAILING ADDRESS","","","GULF CHEMICAL CORPORATION","UNKNOWN","","","","","","","","","","","","","","",""
"110012759229","OTAQREG","07602","GASOLINE AND DIESEL PRODUCERS","OWNER","","","GULF CHEMICAL CORPORATION","UNKNOWN","","","","","","","","","","","","","","",""
"110012794431","TRIS","00602GRNGRAGUAD","TRI REPORTER","PARENT COMPANY","","","DSC COMMUNICATION CORP","PRIVATE","","","","","","","","","","","","","","",""
"110012803038","NPDES","PRU080320","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","HACIENDA PRIMAVERA DEVELOPMENT","UNKNOWN","","","","","","","","","","","","","","",""
"110013211336","NPDES","PR0025950","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA - ESPERANZA FILTER PLANT","UNKNOWN","","","","","","","","","","","","","","",""
"110013211336","NPDES","PR0025950","ICIS-NPDES NON-MAJOR","OWNER","","","PUERTO RICO AQUEDUCT & SEWER","UNKNOWN","","","8098797219","","","","","","","","","","","",""
"110013288735","TRIS","00605SLCTRLOT10","TRI REPORTER","PARENT COMPANY","","","SOLECTRON INTERNATIONAL","PRIVATE","843723284","","","","","","","","","","","","","",""
"110013298127","RCRAINFO","PRR000015289","TRANSPORTER","OPERATOR","01-APR-2001 00:00:00","","FLEXITANK DEPOT INC","STATE","","","","","","","","","","","","","","",""
"110013298127","RCRAINFO","PRR000015289","SQG","OPERATOR","01-APR-2001 00:00:00","","FLEXITANK DEPOT INC","STATE","","","","","","","","","","","","","","",""
"110013341400","NPDES","PRU080330","ICIS-NPDES UNPERMITTED","MAILING ADDRESS","","","VILLAS EN PALMAS II DEVLP.","UNKNOWN","","","","","","","","","","","","","","",""
"110013688018","NPDES","PR0022501","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP BARRANCAS","UNKNOWN","","","","","","","","","","","","","","",""
"110013689035","NPDES","PR0025216","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA LAS DELICIAS FLT PLANT","UNKNOWN","","","","","","","","","","","","","","",""
"110013689053","NPDES","PR0022713","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP TANAMA","UNKNOWN","","","","","","","","","","","","","","",""
"110013695242","NPDES","PR0025470","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA JAGUAL DE SAN LORENZO WT","UNKNOWN","","","","","","","","","","","","","","",""
"110013695518","NPDES","PR0025194","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA INDIERA ALTA FILTER PLT.","UNKNOWN","","","","","","","","","","","","","","",""
"110013695545","NPDES","PR0023001","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA ALTURAS DE OROCOVIS","UNKNOWN","","","","","","","","","","","","","","",""
"110013695545","NPDES","PR0023001","POTW","MAILING ADDRESS","","","PRASA ALTURAS DE OROCOVIS","UNKNOWN","","","","","","","","","","","","","","",""
"110013695616","NPDES","PR0022861","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP FAJARDO CEIBA","UNKNOWN","","","","","","","","","","","","","","",""
"110013695689","NPDES","PR0025518","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA PULGUILLAS WTP","UNKNOWN","","","","","","","","","","","","","","",""
"110013695778","NPDES","PR0024660","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA RANCHERAS FILTER PLANT","UNKNOWN","","","","","","","","","","","","","","",""
"110013695901","NPDES","PR0022977","ICIS-NPDES NON-MAJOR","MAILING ADDRESS","","","PRASA WTP SAN GERMAN","UNKNOWN","","","","","","","","","","","","","","",""
"110013695983","RMP","100000121398","RMP REPORTER","PARENT COMPANY","","","PUERTO RICO AQUEDUCT AND SEWER AUTHORITY","UNKNOWN","","","","","","","","","","","","","","",""
