"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","NAICS_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110009309596","RCRAINFO","PRD980644504","SQG","221111","PRIMARY","HYDROELECTRIC POWER GENERATION."
"110009309596","TRIS","00656DCRBNBOMAG","TRI REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110009309596","AIRS/AFS","7205900010","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110009309596","E-GGRT","1007452","GREENHOUSE GAS REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110009309596","EIS","7129111","HAZARDOUS AIR POLLUTANT MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110009309596","AIR","PR0000007205900010","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110009436066","RMP","100000120237","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009436119","RCRAINFO","PR0000441873","CESQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110009436315","RCRAINFO","PRD000831586","UNSPECIFIED UNIVERSE","335314","PRIMARY","RELAY AND INDUSTRIAL CONTROL MANUFACTURING."
"110009436342","RCRAINFO","PRD090011032","UNSPECIFIED UNIVERSE","325212","PRIMARY","SYNTHETIC RUBBER MANUFACTURING."
"110009436413","TRIS","00757PRDCTCALLE","TRI REPORTER","334412","PRIMARY","BARE PRINTED CIRCUIT BOARD MANUFACTURING."
"110009436468","TRIS","00965SSCTBSTATE","TRI REPORTER","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110009436468","RCRAINFO","PRD980536007","LQG","42471","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS"
"110009436556","RCRAINFO","PRD982271298","UNSPECIFIED UNIVERSE","32562","PRIMARY","TOILET PREPARATION MANUFACTURING"
"110009436627","RCRAINFO","PRD987367554","CESQG","611310","PRIMARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS."
"110009436645","RCRAINFO","PRD987369741","CESQG","32311","PRIMARY","PRINTING"
"110009436672","RCRAINFO","PRD987370939","UNSPECIFIED UNIVERSE","335313","PRIMARY","SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING."
"110009436672","TRIS","00959GPWRPRD177","TRI REPORTER","335311","PRIMARY","POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING."
"110009436912","RCRAINFO","PRO007000151","SQG","44131","PRIMARY","AUTOMOTIVE PARTS AND ACCESSORIES STORES"
"110009437109","RCRAINFO","PRO007001027","CESQG","423510","PRIMARY","METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS."
"110009437154","RCRAINFO","PRO007001894","UNSPECIFIED UNIVERSE","56171","PRIMARY","EXTERMINATING AND PEST CONTROL SERVICES"
"110009437252","RCRAINFO","PRR000000265","CESQG","334611","PRIMARY","SOFTWARE REPRODUCING."
"110009437332","RCRAINFO","PRR000001313","UNSPECIFIED UNIVERSE","32311","PRIMARY","PRINTING"
"110009437332","RCRAINFO","PRR000001313","UNSPECIFIED UNIVERSE","322212","SECONDARY","FOLDING PAPERBOARD BOX MANUFACTURING."
"110009437369","RCRAINFO","PRR000001677","CESQG","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110009437485","AIR","PR0000007214500002","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110009437485","AIRS/AFS","7214500002","AIR MINOR","212312","PRIMARY","CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING."
"110009437494","RCRAINFO","PRR000003129","LQG","424210","PRIMARY","DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS."
"110009437519","RCRAINFO","PRR000003319","CESQG","44711","PRIMARY","GASOLINE STATIONS WITH CONVENIENCE STORES"
"110009437733","RCRAINFO","PRR000008474","SQG","335999","PRIMARY","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING."
"110009437911","RCRAINFO","PRR000010991","LQG","44611","PRIMARY","PHARMACIES AND DRUG STORES"
"110009450496","RCRAINFO","PRR000013987","LQG","49311","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110009450539","RCRAINFO","PRR000013763","SQG","452910","PRIMARY","WAREHOUSE CLUBS AND SUPERCENTERS."
"110009700225","RCRAINFO","PRD000689661","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110009700234","RCRAINFO","PRD000689836","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110009700234","RMP","100000126712","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009700332","RMP","100000119542","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009700332","RMP","100000119542","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009700350","RMP","100000128202","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009700350","RMP","100000120031","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009700350","RMP","100000120031","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009700467","RCRAINFO","PR9570099516","CESQG","48811","PRIMARY","AIRPORT OPERATIONS"
"110009700467","TRIS","0097WPRTRC2JSET","TRI REPORTER","928110","PRIMARY","NATIONAL SECURITY."
"110009700476","RMP","100000120754","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009814399","RCRAINFO","PRD000691618","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110009814870","RMP","100000128532","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009814923","RMP","100000187585","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009814996","RMP","100000126641","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009814996","RMP","100000126641","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009815030","RMP","100000124796","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110009815030","RMP","100000124796","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009815067","RMP","100000125642","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110009815398","RCRAINFO","PRD000689695","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110009815414","RCRAINFO","PRD000689810","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110009815423","RCRAINFO","PRD000689778","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110010285397","AIR","PR0000007206100064","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010285397","AIRS/AFS","7206100064","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010310252","AIR","PR0000007206300008","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010310252","AIRS/AFS","7206300008","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010319468","AIR","PR0000007212100011","AIR MINOR","212319","PRIMARY","OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING."
"110010319468","AIRS/AFS","7212100011","AIR MINOR","212319","PRIMARY","OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING."
"110010360563","AIRS/AFS","7201300001","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010360563","EIS","15510711","AIR EMISSIONS CLASSIFICATION UNKNOWN","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010360563","AIR","PR0000007201300001","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010360572","AIRS/AFS","7201700021","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010360572","AIR","PR0000007201700021","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010360796","AIRS/AFS","7202500069","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010360796","AIR","PR0000007202500069","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010360796","EIS","15517111","AIR EMISSIONS CLASSIFICATION UNKNOWN","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010360910","AIR","PR0000007203500001","AIR MINOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110010360929","AIR","PR0000007203500004","AIR MINOR","332431","PRIMARY","METAL CAN MANUFACTURING."
"110010360929","AIRS/AFS","7203500004","AIR MINOR","332431","PRIMARY","METAL CAN MANUFACTURING."
"110010361081","AIR","PR0000007205700013","AIR MINOR","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110010361081","AIRS/AFS","7205700013","AIR MINOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110010361081","AIR","PR0000007205700013","AIR MINOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110010361116","AIRS/AFS","7206300009","AIR MINOR","322211","PRIMARY","CORRUGATED AND SOLID FIBER BOX MANUFACTURING."
"110010361116","AIR","PR0000007206300009","AIR MINOR","322211","PRIMARY","CORRUGATED AND SOLID FIBER BOX MANUFACTURING."
"110010361143","AIR","PR0000007206100018","AIR MINOR","212311","PRIMARY","DIMENSION STONE MINING AND QUARRYING."
"110010361205","AIRS/AFS","7207300002","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110010361205","AIR","PR0000007207300002","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110010361223","AIR","PR0000007207507002","AIR MINOR","336340","PRIMARY","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING."
"110010361232","AIR","PR0000007209100004","AIR MINOR","335110","PRIMARY","ELECTRIC LAMP BULB AND PART MANUFACTURING."
"110010361232","AIRS/AFS","7209100004","AIR MINOR","335110","PRIMARY","ELECTRIC LAMP BULB AND PART MANUFACTURING."
"110010361269","AIR","PR0000007209100033","AIR MINOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110010361269","AIRS/AFS","7209100033","AIR MINOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110010361278","AIR","PR0000007209900001","AIR MINOR","311312","PRIMARY","CANE SUGAR REFINING."
"110010361278","AIRS/AFS","7209900001","AIR MINOR","311312","PRIMARY","CANE SUGAR REFINING."
"110010361287","AIR","PR0000007209900002","AIR MINOR","311711","PRIMARY","SEAFOOD CANNING."
"110010361287","AIRS/AFS","7209900002","AIR MINOR","311711","PRIMARY","SEAFOOD CANNING."
"110010361312","AIR","PR0000007209700013","AIR MINOR","311711","PRIMARY","SEAFOOD CANNING."
"110010361312","AIRS/AFS","7209700013","AIR MINOR","311711","PRIMARY","SEAFOOD CANNING."
"110010361321","AIR","PR0000007209700026","AIR MINOR","311711","PRIMARY","SEAFOOD CANNING."
"110010361321","AIRS/AFS","7209700026","AIR MINOR","311711","PRIMARY","SEAFOOD CANNING."
"110010361358","AIRS/AFS","7211500001","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110010361358","AIR","PR0000007211500001","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110010361438","AIRS/AFS","7211500003","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010361438","AIR","PR0000007211500003","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010361447","EIS","15516311","AIR EMISSIONS CLASSIFICATION UNKNOWN","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010361447","AIR","PR0000007212300001","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010361447","AIRS/AFS","7212300001","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010361517","AIR","PR0000007212700038","AIR MINOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110010361517","AIRS/AFS","7212700038","AIR MINOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110010361553","AIR","PR0000007213300002","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110010361553","AIRS/AFS","7213300002","AIR MINOR","327320","PRIMARY","READY-MIX CONCRETE MANUFACTURING."
"110010361624","AIR","PR0000007214500003","AIR MINOR","212399","PRIMARY","ALL OTHER NONMETALLIC MINERAL MINING."
"110010361688","AIRS/AFS","7207500004","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010361688","AIR","PR0000007207500004","AIR MINOR","212319","PRIMARY","OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING."
"110010361688","AIR","PR0000007207500004","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010363935","AIRS/AFS","7206100176","AIR MINOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110010363935","AIR","PR0000007206100176","AIR MINOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110010363953","AIR","PR0000007206100028","AIR MINOR","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110010364006","AIR","PR0000007205700047","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010364006","AIRS/AFS","7205700047","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010364131","AIRS/AFS","7212700173","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364131","AIR","PR0000007212700173","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364140","AIR","PR0000007206100107","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364140","AIRS/AFS","7206100107","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364186","AIR","PR0000007205700053","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364248","AIRS/AFS","7203100032","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364248","AIR","PR0000007203100032","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364257","AIR","PR0000007203100036","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010364300","RCRAINFO","PRD980526552","UNSPECIFIED UNIVERSE","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010364300","TRIS","00732BLCHMROADN","TRI REPORTER","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010364300","AIR","PR0000007211380005","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010364300","AIRS/AFS","7211380005","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110010364373","AIR","PR0000007211100012","AIR MINOR","493110","PRIMARY","GENERAL WAREHOUSING AND STORAGE."
"110010364373","AIRS/AFS","7205907001","AIR MINOR","325181","PRIMARY","ALKALIES AND CHLORINE MANUFACTURING."
"110010364373","AIR","PR0000007205907001","AIR MINOR","325181","PRIMARY","ALKALIES AND CHLORINE MANUFACTURING."
"110010364408","AIRS/AFS","7205700055","AIR MINOR","212311","PRIMARY","DIMENSION STONE MINING AND QUARRYING."
"110010364408","AIR","PR0000007205700055","AIR MINOR","212311","PRIMARY","DIMENSION STONE MINING AND QUARRYING."
"110010364462","RCRAINFO","PRD118161256","CESQG","481111","PRIMARY","SCHEDULED PASSENGER AIR TRANSPORTATION."
"110010372382","AIR","PR0000007212700731","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010372382","AIRS/AFS","7212700731","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010372453","AIR","PR0000007206100160","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010372453","AIRS/AFS","7206100160","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010415835","AIR","PR0000007202900010","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010415835","AIRS/AFS","7202900010","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010415862","AIRS/AFS","7205100006","AIR MINOR","212399","PRIMARY","ALL OTHER NONMETALLIC MINERAL MINING."
"110010415862","AIR","PR0000007205100006","AIR MINOR","212399","PRIMARY","ALL OTHER NONMETALLIC MINERAL MINING."
"110010415899","AIR","PR0000007206100002","AIR MINOR","212399","PRIMARY","ALL OTHER NONMETALLIC MINERAL MINING."
"110010415906","AIR","PR0000007206100006","AIR MINOR","311999","PRIMARY","ALL OTHER MISCELLANEOUS FOOD MANUFACTURING."
"110010415915","RCRAINFO","PRD980526297","UNSPECIFIED UNIVERSE","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110010415915","EIS","15516811","AIR EMISSIONS CLASSIFICATION UNKNOWN","311211","PRIMARY","FLOUR MILLING."
"110010415915","TRIS","0096WMLNSDCALLE","TRI REPORTER","311221","UNKNOWN","WET CORN MILLING."
"110010415915","AIR","PR0000007206100015","AIR MINOR","311999","PRIMARY","ALL OTHER MISCELLANEOUS FOOD MANUFACTURING."
"110010415915","TRIS","0096WMLNSDCALLE","TRI REPORTER","424510","PRIMARY","GRAIN AND FIELD BEAN MERCHANT WHOLESALERS."
"110010415915","TRIS","0096WMLNSDCALLE","TRI REPORTER","311211","UNKNOWN","FLOUR MILLING."
"110010415997","AIR","PR0000007213500005","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010415997","AIRS/AFS","7213500005","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010416763","AIR","PR0000007209100018","AIR MINOR","212311","PRIMARY","DIMENSION STONE MINING AND QUARRYING."
"110010416763","AIRS/AFS","7209100018","AIR MINOR","212311","PRIMARY","DIMENSION STONE MINING AND QUARRYING."
"110010432077","AIRS/AFS","7206900169","AIR MINOR","331221","PRIMARY","ROLLED STEEL SHAPE MANUFACTURING."
"110010432077","AIR","PR0000007206900169","AIR MINOR","331221","PRIMARY","ROLLED STEEL SHAPE MANUFACTURING."
"110010574324","AIR","PR0000007212700729","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010574324","AIRS/AFS","7212700729","AIR MINOR","812320","PRIMARY","DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)."
"110010611356","RMP","100000128195","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110010624379","RMP","100000202559","RMP REPORTER","42469","UNKNOWN","OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS"
"110010624379","TRIS","00725SCHSCRD175","TRI REPORTER","424690","PRIMARY","OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS."
"110010636776","RMP","100000121469","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110010637560","AIR","PR0000007208900006","AIR MINOR","332991","PRIMARY","BALL AND ROLLER BEARING MANUFACTURING."
"110010637560","AIRS/AFS","7208900006","AIR MINOR","332991","PRIMARY","BALL AND ROLLER BEARING MANUFACTURING."
"110010763628","AIRS/AFS","7202100006","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010763628","AIR","PR0000007202100006","AIR MINOR","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010763628","EIS","15517311","AIR EMISSIONS CLASSIFICATION UNKNOWN","324121","PRIMARY","ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING."
"110010785506","RMP","100000125394","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110010785971","TRIS","00985MLNSDAVENI","TRI REPORTER","311211","PRIMARY","FLOUR MILLING."
"110010791982","EIS","16796011","AIR EMISSIONS CLASSIFICATION UNKNOWN","311512","PRIMARY","CREAMERY BUTTER MANUFACTURING."
"110011397096","ICIS","7425384","ENFORCEMENT/COMPLIANCE ACTIVITY","622110","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011397096","ICIS","7425384","FORMAL ENFORCEMENT ACTION","622110","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011514343","TRIS","00717RMSTRCARR1","TRI REPORTER","332999","PRIMARY","ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING."
"110011539291","RCRAINFO","PRD091043752","UNSPECIFIED UNIVERSE","332999","PRIMARY","ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING."
"110011541199","TRIS","00960CRBMTBAYAM","TRI REPORTER","332811","PRIMARY","METAL HEAT TREATING."
"110011541607","ICIS","8027073","FORMAL ENFORCEMENT ACTION","622110","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011541607","ICIS","8027073","ENFORCEMENT/COMPLIANCE ACTIVITY","622110","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011542330","ICIS","8026824","FORMAL ENFORCEMENT ACTION","622110","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011542330","AIRS/AFS","7202500129","AIR MAJOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011542330","ICIS","8026824","ENFORCEMENT/COMPLIANCE ACTIVITY","622110","SECONDARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011542330","AIR","PR0000007202500129","AIR MAJOR","622110","PRIMARY","GENERAL MEDICAL AND SURGICAL HOSPITALS."
"110011543106","TRIS","00757LLRGNSANTA","TRI REPORTER","339115","PRIMARY","OPHTHALMIC GOODS MANUFACTURING."
"110011546201","RCRAINFO","PRD090057878","SQG","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110011546817","RCRAINFO","PRD000689463","UNSPECIFIED UNIVERSE","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110011576865","RCRAINFO","PRD091017228","TSD","49319","SECONDARY","OTHER WAREHOUSING AND STORAGE"
"110011576865","RCRAINFO","PRD091017228","SQG","49311","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110011576865","RCRAINFO","PRD091017228","TSD","49311","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110011576865","AIR","PR0000007211100003","AIR MAJOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110011576865","RMP","100000169435","RMP REPORTER","49319","UNKNOWN","OTHER WAREHOUSING AND STORAGE"
"110011576865","RCRAINFO","PRD091017228","SQG","49319","SECONDARY","OTHER WAREHOUSING AND STORAGE"
"110011576865","AIRS/AFS","7211100003","AIR MAJOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110011576865","AIR","PR0000007211100003","AIR MAJOR","493190","PRIMARY","OTHER WAREHOUSING AND STORAGE."
"110011578934","RCRAINFO","PRT000041277","UNSPECIFIED UNIVERSE","325611","PRIMARY","SOAP AND OTHER DETERGENT MANUFACTURING."
"110011750284","AIR","PR0000007207500033","AIR MINOR","212311","PRIMARY","DIMENSION STONE MINING AND QUARRYING."
"110011750319","TRIS","00661LCNPRPRROA","TRI REPORTER","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110011750943","AIRS/AFS","7209100016","AIR MINOR","325320","PRIMARY","PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING."
"110011750943","AIR","PR0000007209100016","AIR MINOR","325320","PRIMARY","PESTICIDE AND OTHER AGRICULTURAL CHEMICAL MANUFACTURING."
"110011751201","AIR","PR0000007202900009","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110011751201","EIS","15513611","AIR EMISSIONS CLASSIFICATION UNKNOWN","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110011751201","RCRAINFO","PRD177535168","LQG","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110011751201","AIRS/AFS","7202900009","AIR MINOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110011754654","TRIS","00629RMSTRRD188","TRI REPORTER","325510","PRIMARY","PAINT AND COATING MANUFACTURING."
"110011755957","EIS","11421711","AIR MINOR","48811","PRIMARY","AIRPORT OPERATIONS"
"110011756830","TRIS","00627MNTCDRD174","TRI REPORTER","311520","PRIMARY","ICE CREAM AND FROZEN DESSERT MANUFACTURING."
"110011777988","AIRS/AFS","7202100214","AIR MINOR","311611","PRIMARY","ANIMAL (EXCEPT POULTRY) SLAUGHTERING."
"110011777988","AIR","PR0000007202100214","AIR MINOR","311611","PRIMARY","ANIMAL (EXCEPT POULTRY) SLAUGHTERING."
"110011794647","AIRS/AFS","7202500127","AIR MINOR","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110011794647","TRIS","00625THCLRCARR7","TRI REPORTER","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110011794647","RCRAINFO","PRD090473398","CESQG","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110011794647","AIR","PR0000007202500127","AIR MINOR","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110011794647","RMP","100000079559","RMP REPORTER","325612","UNKNOWN","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110011794647","EIS","7114711","AIR EMISSIONS CLASSIFICATION UNKNOWN","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110011902922","RCRAINFO","PRR000015339","CESQG","331111","PRIMARY","IRON AND STEEL MILLS."
