"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","FED_STATE_CODE","START_DATE","START_DATE_QUALIFIER","END_DATE","END_DATE_QUALIFIER","SOURCE_OF_DATA","LAST_REPORTED_DATE","CREATE_DATE","UPDATE_DATE"
"110009437644","RCRAINFO","PRR000006890","UNSPECIFIED UNIVERSE","FEDERAL","18-JUL-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:25","28-MAY-2015 22:39:59"
"110009437653","RCRAINFO","PRR000006916","CESQG","FEDERAL","18-JUL-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:25","28-MAY-2015 22:39:59"
"110009437653","ICIS","600007555","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","15-AUG-2006 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","11-OCT-2006 17:46:10","23-FEB-2007 14:55:28",""
"110009437662","RCRAINFO","PRR000007351","UNSPECIFIED UNIVERSE","FEDERAL","08-JUL-1999 00:00:00","EARLIEST RCRAINFO DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:40:57"
"110009437671","RCRAINFO","PRR000007427","UNSPECIFIED UNIVERSE","FEDERAL","26-SEP-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:28","28-MAY-2015 22:44:18"
"110009437680","ICIS","2600016073","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","24-AUG-2011 16:11:55",""
"110009437680","RCRAINFO","PRR000007500","UNSPECIFIED UNIVERSE","FEDERAL","08-OCT-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:28","28-MAY-2015 22:44:18"
"110009437699","ICIS","1400005207","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","20-AUG-2008 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","30-SEP-2008 16:17:19","22-NOV-2008 17:20:30",""
"110009437699","RCRAINFO","PRR000007773","UNSPECIFIED UNIVERSE","FEDERAL","29-OCT-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:29","28-MAY-2015 22:44:18"
"110009437699","ICIS","1400005207","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","31-AUG-2011 10:26:42",""
"110009437706","RCRAINFO","PRR000008029","CESQG","FEDERAL","17-DEC-1997 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:31","28-MAY-2015 22:44:18"
"110009437715","RCRAINFO","PRR000008326","CESQG","FEDERAL","02-FEB-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:06","28-MAY-2015 22:44:20"
"110009437724","RCRAINFO","PRR000008367","UNSPECIFIED UNIVERSE","FEDERAL","03-FEB-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:31","28-MAY-2015 22:44:20"
"110009437733","RCRAINFO","PRR000008474","SQG","FEDERAL","02-MAY-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","07-OCT-2015 00:00:00","26-NOV-2007 10:36:31","21-OCT-2015 15:59:39"
"110009437742","RCRAINFO","PRR000008573","UNSPECIFIED UNIVERSE","FEDERAL","13-MAR-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:31","28-MAY-2015 22:44:20"
"110009437751","RCRAINFO","PRR000008615","UNSPECIFIED UNIVERSE","FEDERAL","13-MAR-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:31","28-MAY-2015 22:44:20"
"110009437760","RCRAINFO","PRR000008631","CESQG","FEDERAL","20-MAR-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:31","28-MAY-2015 22:44:20"
"110009437779","RCRAINFO","PRR000008722","UNSPECIFIED UNIVERSE","FEDERAL","24-MAR-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:33","28-MAY-2015 22:39:59"
"110009437788","RCRAINFO","PRR000008839","CESQG","FEDERAL","07-MAY-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:40:59"
"110009437797","ICIS","1400004018","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","31-AUG-2011 10:26:42",""
"110009437797","RCRAINFO","PRR000008979","UNSPECIFIED UNIVERSE","FEDERAL","22-MAY-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:33","10-AUG-2010 08:40:59"
"110009437797","ICIS","1400004018","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","08-AUG-2008 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","23-SEP-2008 21:54:05","22-NOV-2008 07:28:28",""
"110009437813","RCRAINFO","PRR000009118","CESQG","FEDERAL","29-JUN-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:41:00"
"110009437822","ICIS","600006810","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","31-AUG-2011 10:26:40",""
"110009437822","ICIS","600006810","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","09-AUG-2006 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","10-OCT-2006 10:18:44","22-FEB-2007 11:03:42",""
"110009437822","RCRAINFO","PRR000009514","UNSPECIFIED UNIVERSE","FEDERAL","30-SEP-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:35","10-AUG-2010 08:41:00"
"110009437831","RCRAINFO","PRR000009605","CESQG","FEDERAL","13-OCT-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:41:00"
"110009437840","RCRAINFO","PRR000009688","UNSPECIFIED UNIVERSE","FEDERAL","28-OCT-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:35","10-AUG-2010 08:41:00"
"110009437840","ICIS","2600016593","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","24-AUG-2011 15:10:22",""
"110009437859","ICIS","40385","FORMAL ENFORCEMENT ACTION","FEDERAL","23-MAR-2001 00:00:00","FINAL ORDER ISSUED","","","ICIS","24-OCT-2001 16:10:20","24-OCT-2001 00:00:00","10-JUN-2003 00:00:00"
"110009437859","RCRAINFO","PRR000009985","UNSPECIFIED UNIVERSE","FEDERAL","07-DEC-1998 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:35","10-AUG-2010 08:41:01"
"110009437868","RCRAINFO","PRR000010207","UNSPECIFIED UNIVERSE","FEDERAL","24-FEB-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:35","10-AUG-2010 08:41:01"
"110009437886","RCRAINFO","PRR000010637","UNSPECIFIED UNIVERSE","FEDERAL","15-MAR-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:37","10-AUG-2010 08:41:02"
"110009437895","ICIS","2600015875","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","24-AUG-2011 14:44:10",""
"110009437895","RCRAINFO","PRR000010801","UNSPECIFIED UNIVERSE","FEDERAL","28-APR-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:41:02"
"110009437902","RCRAINFO","PRR000010967","CESQG","FEDERAL","16-JUN-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:41:02"
"110009437911","RCRAINFO","PRR000010991","LQG","FEDERAL","16-JUN-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","20-JUN-2016 00:00:00","27-AUG-2015 19:16:10","28-JUL-2016 10:22:55"
"110009437911","BR","PRR000010991","HAZARDOUS WASTE BIENNIAL REPORTER","FEDERAL","","","01-JAN-2016 00:00:00","YEAR REPORTING STOPPED","RCRAINFO","31-DEC-2015 00:00:00","14-DEC-2017 00:00:00",""
"110009437920","RCRAINFO","PRR000011031","UNSPECIFIED UNIVERSE","FEDERAL","24-JUN-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:37","10-AUG-2010 08:41:02"
"110009437920","ICIS","2600014662","FORMAL ENFORCEMENT ACTION","FEDERAL","11-MAY-2011 00:00:00","FINAL ORDER ISSUED","","","ICIS","18-JUL-2011 13:45:14","24-AUG-2011 14:53:20",""
"110009437939","RCRAINFO","PRR000011098","UNSPECIFIED UNIVERSE","FEDERAL","06-JUL-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:37","10-AUG-2010 08:41:02"
"110009437939","NCDB","I02#199403095036  2","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 14:53:27","26-SEP-2002 12:20:10"
"110009437948","RCRAINFO","PRR000011163","CESQG","FEDERAL","19-JUL-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:06","10-AUG-2010 08:41:02"
"110009437957","RCRAINFO","PRR000011601","UNSPECIFIED UNIVERSE","FEDERAL","02-DEC-1999 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:41","10-AUG-2010 08:41:02"
"110009437966","RCRAINFO","PRR000012013","UNSPECIFIED UNIVERSE","FEDERAL","15-SEP-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:28","10-AUG-2010 08:41:03"
"110009437966","ICIS","1400004416","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","15-SEP-2008 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","25-SEP-2008 18:08:02","22-NOV-2008 17:26:35",""
"110009437975","RCRAINFO","PRR000012047","UNSPECIFIED UNIVERSE","FEDERAL","15-SEP-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:42","10-AUG-2010 08:41:03"
"110009437984","ICIS","600006735","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","12-SEP-2006 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","09-OCT-2006 17:01:29","23-FEB-2007 16:30:21",""
"110009437984","RCRAINFO","PRR000012054","UNSPECIFIED UNIVERSE","FEDERAL","15-SEP-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:42","10-AUG-2010 08:41:03"
"110009437993","RCRAINFO","PRR000012138","UNSPECIFIED UNIVERSE","FEDERAL","18-OCT-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:42","10-AUG-2010 08:41:03"
"110009437993","NCDB","I02#199805070002  1","COMPLIANCE ACTIVITY","FEDERAL","","","","","NCDB","","24-APR-2002 18:22:20","24-SEP-2002 13:51:35"
"110009438000","RCRAINFO","PRR000012153","UNSPECIFIED UNIVERSE","FEDERAL","31-OCT-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:29","10-AUG-2010 08:41:03"
"110009438019","RCRAINFO","PRR000012328","UNSPECIFIED UNIVERSE","FEDERAL","02-FEB-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:43","10-AUG-2010 08:40:50"
"110009438028","RCRAINFO","PRR000012427","UNSPECIFIED UNIVERSE","FEDERAL","16-FEB-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:29","10-AUG-2010 08:40:50"
"110009438037","RCRAINFO","PRR000012435","CESQG","FEDERAL","16-FEB-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:43","10-AUG-2010 08:40:50"
"110009438046","RCRAINFO","PRR000012443","CESQG","FEDERAL","16-FEB-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:29","10-AUG-2010 08:40:50"
"110009438055","RCRAINFO","PRR000012542","UNSPECIFIED UNIVERSE","FEDERAL","02-MAR-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:43","10-AUG-2010 08:40:50"
"110009438064","RCRAINFO","PRR000012690","UNSPECIFIED UNIVERSE","FEDERAL","09-AUG-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","18-DEC-2008 11:02:03","28-MAY-2015 22:43:30"
"110009438073","RCRAINFO","PRR000012872","UNSPECIFIED UNIVERSE","FEDERAL","01-NOV-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:44","10-AUG-2010 08:40:50"
"110009438082","RCRAINFO","PRR000012997","UNSPECIFIED UNIVERSE","FEDERAL","14-DEC-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","25-AUG-2016 00:00:00","26-NOV-2007 10:36:44","19-SEP-2016 10:18:45"
"110009438091","RCRAINFO","PRR000013144","UNSPECIFIED UNIVERSE","FEDERAL","19-JAN-2001 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:44","10-AUG-2010 08:40:51"
"110009438108","RCRAINFO","PRR000013276","CESQG","FEDERAL","01-FEB-2001 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:29","10-AUG-2010 08:40:51"
"110009450496","RCRAINFO","PRR000013987","LQG","FEDERAL","02-JUL-2001 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","05-AUG-2014 00:00:00","26-NOV-2007 10:36:46","22-AUG-2014 11:05:26"
"110009450496","BR","PRR000013987","HAZARDOUS WASTE BIENNIAL REPORTER","FEDERAL","","","01-JAN-2014 00:00:00","YEAR REPORTING STOPPED","RCRAINFO","31-DEC-2013 00:00:00","10-SEP-2010 06:24:07","27-JAN-2015 13:00:09"
"110009450520","RCRAINFO","PRR000013722","CESQG","FEDERAL","01-MAY-2001 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:03:29","10-AUG-2010 08:40:52"
"110009450539","RCRAINFO","PRR000013763","SQG","FEDERAL","01-MAY-2001 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","05-DEC-2016 00:00:00","29-APR-2015 21:48:40",""
"110009450539","ICIS","1400003612","FORMAL ENFORCEMENT ACTION","FEDERAL","06-NOV-2008 00:00:00","FINAL ORDER ISSUED","","","ICIS","17-NOV-2008 12:03:59","12-FEB-2009 11:35:58",""
"110009450539","ICIS","1400003612","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","06-NOV-2008 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","18-NOV-2008 15:32:16","12-FEB-2009 11:35:58",""
"110009454410","RCRAINFO","PRR000012831","UNSPECIFIED UNIVERSE","FEDERAL","14-SEP-2000 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-OCT-2009 11:03:29","28-MAY-2015 22:43:30"
"110009700225","ICIS","2655238","FORMAL ENFORCEMENT ACTION","FEDERAL","08-AUG-2002 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","29-AUG-2002 10:05:34","10-FEB-2003 12:43:35","10-JUN-2003 00:00:00"
"110009700225","ICIS","40025","FORMAL ENFORCEMENT ACTION","FEDERAL","30-JUN-1997 00:00:00","FINAL ORDER ISSUED","","","ICIS","05-OCT-1999 11:10:07","11-JUL-1997 00:00:00","10-JUN-2003 00:00:00"
"110009700225","RCRAINFO","PRD000689661","UNSPECIFIED UNIVERSE","FEDERAL","18-AUG-1980 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:12","28-MAY-2015 22:44:20"
"110009700225","NPDES","PR0020575","ICIS-NPDES MAJOR","FEDERAL","31-JUL-1974 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","29-SEP-2014 00:00:00","05-JUN-2007 12:53:30","04-NOV-2013 08:44:12"
"110009700225","NPDES","PR0020575","POTW","FEDERAL","31-JUL-1974 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","29-SEP-2014 00:00:00","09-OCT-2015 13:28:49",""
"110009700225","ICIS","40025","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","13-MAR-2003 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","11-APR-2003 11:27:07","20-JUN-2003 11:17:55",""
"110009700234","NPDES","PR0020711","POTW","FEDERAL","31-JAN-1975 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","27-SEP-2012 00:00:00","09-OCT-2015 13:28:46",""
"110009700234","NPDES","PR0020711","ICIS-NPDES NON-MAJOR","FEDERAL","31-JAN-1975 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","27-SEP-2012 00:00:00","20-FEB-2007 13:56:30","03-SEP-2016 12:53:38"
"110009700234","RMP","100000126712","RMP REPORTER","FEDERAL","21-JUN-1999 00:00:00","FIRST REPORT POSTMARK DATE","23-OCT-2008 00:00:00","DE-REGISTRATION EFFECTIVE DATE","RMP","07-FEB-2005 00:00:00","19-JUN-2000 10:37:11","14-FEB-2014 11:04:44"
"110009700234","RCRAINFO","PRD000689836","UNSPECIFIED UNIVERSE","FEDERAL","18-AUG-1980 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:14","28-MAY-2015 22:44:20"
"110009700234","ICIS","44284","ENFORCEMENT/COMPLIANCE ACTIVITY","FEDERAL","23-JUN-2003 00:00:00","ACTUAL ACTIVITY DATE","","","ICIS","13-AUG-2003 09:45:14","27-OCT-2003 13:28:43",""
"110009700234","ICIS","44284","FORMAL ENFORCEMENT ACTION","FEDERAL","19-JAN-1983 00:00:00","COMPLAINT FILED WITH COURT","","","ICIS","04-MAR-2008 07:50:35","22-NOV-1995 00:00:00","28-MAY-2008 12:28:06"
"110009700298","ICIS","40517","FORMAL ENFORCEMENT ACTION","FEDERAL","25-JUL-1995 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","13-JUN-2002 07:06:44","13-OCT-1995 00:00:00","10-JUN-2003 00:00:00"
"110009700298","NPDES","PR0022691","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","20-DEC-2012 00:00:00","20-FEB-2007 13:57:56","03-SEP-2016 12:53:46"
"110009700314","NPDES","PR0022764","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","17-NOV-2017 00:00:00","20-FEB-2007 13:58:04","03-SEP-2016 12:52:21"
"110009700314","RCRAINFO","PRD980534614","UNSPECIFIED UNIVERSE","FEDERAL","08-NOV-1993 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-NOV-2007 10:36:33","10-AUG-2010 08:40:54"
"110009700314","ICIS","32235","FORMAL ENFORCEMENT ACTION","FEDERAL","17-APR-2002 00:00:00","FINAL ORDER ISSUED","","","ICIS","02-MAY-2002 09:05:45","20-FEB-2003 11:48:50","10-JUN-2003 00:00:00"
"110009700314","ICIS","44484","FORMAL ENFORCEMENT ACTION","FEDERAL","25-JUL-1995 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","13-JUN-2002 07:06:44","13-OCT-1995 00:00:00","10-JUN-2003 00:00:00"
"110009700323","NPDES","PR0022799","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","17-NOV-2017 00:00:00","20-FEB-2007 13:58:04","03-SEP-2016 13:01:56"
"110009700323","ICIS","40704","FORMAL ENFORCEMENT ACTION","FEDERAL","25-JUL-1995 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","13-JUN-2002 07:06:44","13-OCT-1995 00:00:00","10-JUN-2003 00:00:00"
"110009700332","SFDW","PR0005376 385","WATER TREATMENT PLANT","FEDERAL","05-JUN-2006 00:00:00","FIRST REPORTED DATE","","","SFDW","24-FEB-2016 00:00:00","26-OCT-2012 22:58:58","27-JUN-2016 14:53:04"
"110009700332","ICIS","40618","FORMAL ENFORCEMENT ACTION","FEDERAL","25-JUL-1995 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","01-MAR-1999 09:03:58","13-OCT-1995 00:00:00","10-JUN-2003 00:00:00"
"110009700332","SFDW","PR0005376 384","WATER TREATMENT PLANT","FEDERAL","05-JUN-2006 00:00:00","FIRST REPORTED DATE","","","SFDW","24-FEB-2016 00:00:00","26-OCT-2012 22:58:55","27-JUN-2016 14:53:35"
"110009700332","ICIS","40613","FORMAL ENFORCEMENT ACTION","FEDERAL","08-DEC-2000 00:00:00","COMPLAINT FILED WITH COURT","","","ICIS","13-JUN-2002 07:06:44","01-OCT-1998 00:00:00","10-JUN-2003 00:00:00"
"110009700332","RCRAINFO","PRD980535116","UNSPECIFIED UNIVERSE","FEDERAL","16-SEP-1991 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","06-OCT-2009 00:00:00","26-OCT-2009 11:02:56","10-AUG-2010 08:40:54"
"110009700332","RMP","100000119542","RMP REPORTER","FEDERAL","01-SEP-2004 00:00:00","FIRST REPORT POSTMARK DATE","13-JUN-2017 00:00:00","DE-REGISTRATION EFFECTIVE DATE","RMP","05-DEC-2012 00:00:00","19-JUN-2000 11:51:39","14-FEB-2014 11:04:57"
"110009700332","NPDES","PR0022829","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","29-SEP-2015 00:00:00","20-FEB-2007 13:58:04","03-SEP-2016 12:50:08"
"110009700350","ICIS","2658048","FORMAL ENFORCEMENT ACTION","FEDERAL","13-DEC-2002 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","20-DEC-2002 11:30:01","10-FEB-2003 12:44:22","12-FEB-2004 11:51:50"
"110009700350","ICIS","40571","FORMAL ENFORCEMENT ACTION","FEDERAL","14-APR-1992 00:00:00","COMPLAINT FILED WITH COURT","","","ICIS","01-AUG-2001 15:08:24","02-JAN-1991 00:00:00","10-JUN-2003 00:00:00"
"110009700350","RMP","100000128202","RMP REPORTER","FEDERAL","21-JUN-1999 00:00:00","FIRST REPORT POSTMARK DATE","06-FEB-2013 00:00:00","DE-REGISTRATION EFFECTIVE DATE","RMP","07-FEB-2008 00:00:00","12-JUL-2000 13:55:03","14-FEB-2014 11:04:40"
"110009700350","RMP","100000120031","RMP REPORTER","FEDERAL","01-SEP-2004 00:00:00","FIRST REPORT POSTMARK DATE","26-APR-2013 00:00:00","DE-REGISTRATION EFFECTIVE DATE","RMP","04-FEB-2010 00:00:00","19-JUN-2000 10:04:15","14-FEB-2014 11:05:14"
"110009700350","NPDES","PR0022896","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","","","ICIS","11-JUL-2013 00:00:00","20-FEB-2007 13:58:05","03-SEP-2016 12:58:11"
"110009700350","RCRAINFO","PRN008009789","UNSPECIFIED UNIVERSE","FEDERAL","25-JUL-2001 00:00:00","FIRST NOTIFICATION DATE","","","RCRAINFO","14-APR-2015 00:00:00","26-NOV-2007 10:36:23","28-MAY-2015 22:43:59"
"110009700350","ICIS","32084","FORMAL ENFORCEMENT ACTION","FEDERAL","02-MAY-2002 00:00:00","FINAL ORDER ISSUED","","","ICIS","22-MAY-2002 09:05:47","11-FEB-2003 13:50:27","12-FEB-2004 11:52:13"
"110009700369","ICIS","2657011","FORMAL ENFORCEMENT ACTION","FEDERAL","26-SEP-2002 00:00:00","FINAL ORDER ISSUED","","","ICIS","31-OCT-2002 09:29:45","10-FEB-2003 12:43:06","13-MAY-2009 14:56:34"
"110009700369","NPDES","PR0022926","ICIS-NPDES NON-MAJOR","FEDERAL","01-SEP-1983 00:00:00","ORIGINAL PERMIT ISSUE DATE","16-SEP-2011 00:00:00","PERMIT TERMINATION DATE","ICIS","28-DEC-2009 00:00:00","20-FEB-2007 13:58:05","03-SEP-2016 12:55:51"
"110009700378","ICIS","2657292","FORMAL ENFORCEMENT ACTION","FEDERAL","28-OCT-2002 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","15-NOV-2002 12:59:05","10-FEB-2003 12:43:41","10-JUN-2003 00:00:00"
"110009700378","NPDES","PR0022951","ICIS-NPDES NON-MAJOR","FEDERAL","","","18-JUN-2015 00:00:00","PERMIT TERMINATION DATE","ICIS","","20-FEB-2007 13:58:06","03-SEP-2016 13:00:29"
"110009700378","ICIS","32224","FORMAL ENFORCEMENT ACTION","FEDERAL","17-APR-2002 00:00:00","FINAL ORDER ISSUED","","","ICIS","31-OCT-2002 11:14:42","21-FEB-2003 09:18:39","10-JUN-2003 00:00:00"
"110009700378","ICIS","40495","FORMAL ENFORCEMENT ACTION","FEDERAL","25-JUL-1995 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","13-JUN-2002 07:06:44","13-OCT-1995 00:00:00","10-JUN-2003 00:00:00"
"110009700396","ICIS","38007","FORMAL ENFORCEMENT ACTION","FEDERAL","30-JUN-1994 00:00:00","COMPLAINT/PROPOSED ORDER","","","ICIS","22-AUG-1997 11:01:00","02-NOV-1994 00:00:00","10-JUN-2003 00:00:00"
